headline,date,id,doc_type,material_type,sectionname,keywords,printpage,wordcount,newsdesk
Once Upon a Time … Bedtime Stories Were Just for Kids,2022-01-01,nyt://article/f934f685-3a7a-5ad7-9a5e-f8d10367be61,article,News,Style,"['Sleep', 'Anxiety and Stress', 'Podcasts']",4,1129,Styles
Nashville Finds Opportunity in the Hole a Bomber Left in the Heart of the City,2022-01-01,nyt://article/8214daac-73e9-5d7a-a39c-49e74d899e6a,article,News,U.S.,"['Area Planning and Renewal', 'Real Estate and Housing (Residential)', 'Historic Buildings and Sites', 'Bars and Nightclubs', 'Nashville, Tenn, Explosion (2020)']",10,1454,National
U.S. Military Focusing on ISIS Cell Behind Attack at Kabul Airport,2022-01-01,nyt://article/3751dde3-91b8-5ccc-89f8-921a372f3003,article,News,U.S.,"['Terrorism', 'Afghanistan War (2001- )', 'United States Defense and Military Forces', 'United States International Relations', 'Evacuations and Evacuees']",9,1091,Washington
The New Political Cry in South Korea: ‘Out With Man Haters’,2022-01-01,nyt://article/c1ce23e0-6705-555c-b948-c8d9599d4190,article,News,World,"['Men and Boys', 'Demonstrations, Protests and Riots', 'Fringe Groups and Movements', ""Women's Rights"", 'Women and Girls', 'Discrimination', 'Politics and Government', '#MeToo Movement', 'Income Inequality', 'Sexual Harassment']",1,1384,Foreign
Counterculture to Counterintuitive: Cannabis to Help You Diet?,2022-01-01,nyt://article/04b0ec4f-87d6-5dc3-b134-ec5a944f2cad,article,News,Style,"['Cannabis Foods and Products', 'Advertising and Marketing', 'Clinical Trials', 'Diet and Nutrition']",8,2618,Styles
10 Insightful Tips From People Who Prove It’s Never Too Late,2022-01-01,nyt://article/f653adeb-fca5-56a2-ae19-b96bf25a250c,article,News,Style,"['Hobbies', 'Careers and Professions', 'Content Type: Personal Profile', 'Content Type: Service']",2,88,SpecialSections
A Nation on Hold Wants to Speak With a Manager,2022-01-01,nyt://article/fbacda92-638a-5784-a4d9-e4840f1c2f23,article,News,Business Day,"['Anxiety and Stress', 'Customs, Etiquette and Manners', 'Customer Relations', 'Shopping and Retail', 'AIRLINES AND AIRPLANES', 'Quarantine (Life and Culture)', 'Masks', 'Coronavirus (2019-nCoV)', 'Workplace Hazards and Violations', 'Social Conditions and Trends']",1,1878,SundayBusiness
An Exhibit Meant to Showcase Kurdish Suffering Provoked a Furor Instead,2022-01-01,nyt://article/0110f829-2620-507c-a388-e8a2e4e494b1,article,News,World,"['Art', 'Kurds', 'Politics and Government', 'Secession and Independence Movements', 'War and Armed Conflicts']",4,1280,Foreign
12 Things Our Critics Are Looking Forward to in 2022,2022-01-01,nyt://article/cb800860-69c1-53c9-a1ca-a7923e509777,article,News,Arts,"['Culture (Arts)', 'Two Thousand Twenty Two']",1,1790,Culture
Memorable Canada Stories in 2021,2022-01-01,nyt://article/5a2079a6-edc2-58cd-ab64-f800691e720a,article,News,World,"['Indigenous People', 'Child Abuse and Neglect', 'Coronavirus (2019-nCoV)']",,1194,Foreign
Louisiana Judge Who Used Racial Slur in Video Resigns,2022-01-01,nyt://article/6885e8cb-5c69-552b-b71f-97087243ce5c,article,News,U.S.,"['Courts and the Judiciary', 'Black People', 'Blacks', 'Discrimination', 'Video Recordings, Downloads and Streaming']",17,579,Express
At Least 12 Die in Stampede at a Hindu Shrine in Kashmir,2022-01-01,nyt://article/da34c72a-4086-52a6-8a14-7dace278af34,article,News,World,"['Stampedes', 'Pilgrimages', 'Hinduism', 'Deaths (Fatalities)']",9,562,Foreign
"Dread, Lust and Russians",2022-01-01,nyt://article/5b28ec31-9b7f-5fe1-a74c-ca29e48c484c,article,News,Books,['Books and Literature'],,758,Books
Trigger Warning: It’s My Brother’s Turn Again,2022-01-01,nyt://article/18f0db63-867f-5568-8ac9-4c69cc84a458,article,Op-Ed,Opinion,['United States Politics and Government'],9,963,OpEd
Want a Covid Test With Your Viagra?,2022-01-01,nyt://article/e08e550a-4aba-5a71-b87c-2e3dcbf7d8d1,article,News,Business Day,"['Coronavirus (2019-nCoV)', 'Tests (Medical)']",7,1165,SundayBusiness
"With a Simple Funeral, South Africa Bids Farewell to Desmond Tutu",2022-01-01,nyt://article/94279d26-9b9d-58a6-a20f-1a6b5ec32204,article,News,World,"['Funerals and Memorials', 'Politics and Government', 'Apartheid (Policy)']",8,814,Foreign
Every Day Is Jan. 6 Now,2022-01-01,nyt://article/f073dd34-279d-56c2-8d18-b73a035b4940,article,Editorial,Opinion,"['Storming of the US Capitol (Jan, 2021)', 'Presidential Election of 2020', 'United States Politics and Government', 'State Legislatures', 'Voting Rights, Registration and Requirements', 'Polls and Public Opinion', 'internal-storyline-no']",8,1508,Editorial
New Year’s Day charity swims are being canceled around the world.,2022-01-01,nyt://article/a937091a-55d8-5338-91e6-a982a705c6c5,article,News,World,"['New Year', 'Coronavirus Omicron Variant', 'Swimming', 'Coronavirus (2019-nCoV)', 'Philanthropy']",,319,Express
How high will the U.S. surge go after the holidays? Should you get tested?,2022-01-01,nyt://article/7e531f35-9679-56bc-bf35-d16fcaae871d,article,News,U.S.,"['Coronavirus Omicron Variant', 'Tests (Medical)', 'Disease Rates', 'Content Type: Service', 'Coronavirus Risks and Safety Concerns']",,592,Express
A Vatican Library Shortens the Distance Between Its Works and Its Scholars,2022-01-01,nyt://article/e5b2d75a-701a-5575-b77a-bdd90008e9b7,article,News,World,"['Libraries and Librarians', 'Books and Literature', 'Manuscripts', 'Religion and Belief']",8,1033,Foreign
"When They Warn of Rare Disorders, These Prenatal Tests Are Usually Wrong",2022-01-01,nyt://article/b71db4e9-ad73-50aa-902e-0c23ba83f4af,article,News,The Upshot,"['Pregnancy and Childbirth', 'Tests (Medical)', 'Blood', 'Defective Products', 'DNA (Deoxyribonucleic Acid)', 'Advertising and Marketing', 'Regulation and Deregulation of Industry', 'Abortion', 'Amniocentesis']",1,2838,Upshot
2022 Is Full of First Steps to the Moon,2022-01-01,nyt://article/d2ec0b59-915e-5a75-ae82-5262f9f8bcbe,article,News,Science,"['Moon', 'Artemis Program', 'Space and Astronomy', 'Rocket Science and Propulsion', 'Private Spaceflight']",,1305,Science
Meteor Showers That Will Peak in Night Skies in 2022,2022-01-01,nyt://article/481b6c76-5e65-594f-94df-4ebb355169ea,article,News,Science,"['Meteors and Meteorites', 'Comets', 'Asteroids', 'Space and Astronomy', 'Solar System', 'Content Type: Service']",,1580,Science
British Bank Makes $175 Million in Mistaken Payments,2022-01-01,nyt://article/5e73c958-8c2d-5d33-a046-14deefebeff8,article,News,Business Day,['Banking and Financial Institutions'],,407,Express
"Dan Reeves, Coach Who Reached (but Lost) Four Super Bowls, Dies at 77",2022-01-01,nyt://article/797e65d9-8732-5206-bd97-fc2e119e8248,article,Obituary (Obit),Sports,"['Deaths (Obituaries)', 'Football', 'Coaches and Managers', 'Super Bowl']",6,1121,Obits
Off-Duty Officer Shot While Sleeping in Car Outside a Harlem Police Station,2022-01-01,nyt://article/b1de642f-1ab2-5df9-b428-7c6649ffe7d9,article,News,New York,"['Attacks on Police', 'Murders, Attempted Murders and Homicides']",17,500,Express
"After Catastrophic Fire, Colorado Fights a New Hazard: 10 Inches of Snow",2022-01-01,nyt://article/4e2b137b-8ac6-5ac3-89b9-cd0a51a4bcfc,article,News,U.S.,"['Snow and Snowstorms', 'Wildfires', 'Power Failures and Blackouts', 'Fires and Firefighters']",17,1314,National
Sync your calendar with the solar system,2022-01-01,nyt://interactive/0dacf6e9-e1f7-544f-a2db-bd57c370573c,multimedia,Interactive Feature,Science,"['Space and Astronomy', 'Moon', 'Meteors and Meteorites', 'Asteroids']",,0,Science
"Big Rockets, Massive Asteroids and More Space Highlights for 2022",2022-01-01,nyt://article/543dfd6a-3676-50dd-bbb6-9b04c8c1e2e9,article,News,Science,"['Space and Astronomy', 'Rocket Science and Propulsion', 'Tiangong Space Program', 'Space Stations', 'Planets', 'Private Spaceflight']",2,1086,Science
10 Lessons We’ve Learned About Eating Well,2022-01-01,nyt://article/466886c5-3307-53c4-97d4-96666a384a32,article,News,Well,"['Diet and Nutrition', 'Obesity', 'Microbiology', 'Vegetables', 'Water', 'Health Foods', 'Gastroesophageal Reflux (Acid Reflux)', 'Digestive Tract']",,1058,Well
Beaches Closed After 8.5 Million Gallons of Sewage Spill in Los Angeles County,2022-01-01,nyt://article/9e89145e-7e6d-5c62-bf12-2f5fe7bc3498,article,News,U.S.,"['Sewers and Sewage', 'Water Pollution', 'Environment', 'Beaches', 'Waste Materials and Disposal']",,593,Express
A crew outbreak halts a German New Year’s cruise in Lisbon.,2022-01-01,nyt://article/a10d62d3-42d0-5835-a876-4df8aeda55b5,article,News,World,[],,305,Foreign
Off-Duty N.Y.P.D. Officer Shot Outside East Harlem Police Station,2022-01-01,nyt://video/3a736857-e542-59f2-b412-7eaa25edeed0,multimedia,Video,New York,['Police'],,0,
"North Carolina faces a surge, but runs into testing issues.",2022-01-01,nyt://article/e8d7499d-78d6-5197-ad53-52c06059d1fa,article,News,U.S.,"['Disease Rates', 'Tests (Medical)', 'Coronavirus Omicron Variant']",,481,Express
Color Mixing,2022-01-01,nyt://article/8b0f7421-0802-5a0c-8371-612ccef16982,article,News,Crosswords & Games,"['Crossword Puzzles', 'Myths and Mythical Creatures']",,728,Games
21 People Rescued After a Freezing Night Stranded in Aerial Tram Cars,2022-01-02,nyt://article/313ed937-5b1c-5e78-a7c4-d464af69e282,article,News,U.S.,"['Cable Cars and Trams', 'Rescues']",16,773,Express
"New York reports 85,000 cases in a day, another record, as surge shows no sign of slowing.",2022-01-02,nyt://article/68c3ff05-632f-5800-bfc4-8397b480dc3a,article,News,World,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Coronavirus Omicron Variant', 'Coronavirus Delta Variant']",,347,Express
Quotation of the Day: Back to School and Work Even as Omicron Explodes,2022-01-02,nyt://article/856ad701-1551-5d6f-a65f-c2bd13734dfd,article,Quote,Today’s Paper,[],3,49,Summary
"Corrections: Jan. 2, 2022",2022-01-02,nyt://article/c85f7464-623f-59f9-aa7c-4aa281a153cf,article,News,Corrections,[],15,163,Corrections
South African Parliament Buildings ‘Gutted’ After Large Fire,2022-01-02,nyt://article/a8360b25-f038-5a18-acef-642c4b36ac86,article,News,World,['Fires and Firefighters'],8,712,Foreign
Spelling Bee Forum,2022-01-02,nyt://article/aca9ce1d-5689-5d6a-8909-6b2f2664a4bd,article,News,Crosswords & Games,[],,170,Games
‘My Friend and I Decided to Grab Some Cupcakes Before Going Home’,2022-01-02,nyt://article/91d23dd1-0f6d-576c-b90f-f1fc71e715a2,article,News,New York,[],4,803,Metropolitan
How Much for That Doggie in the Cubicle?,2022-01-02,nyt://article/677938e8-e664-5f36-a4d3-197e15d10465,article,News,Business Day,"['Workplace Environment', 'Content Type: Service', 'your-feed-selfcare']",3,1543,SundayBusiness
"Coming Soon to This Coal County: Solar, in a Big Way",2022-01-02,nyt://article/ca157ff6-ba7e-598b-852f-50395b5315b6,article,News,Climate,"['Solar Energy', 'Coal', 'Mines and Mining', 'Labor and Jobs', 'Global Warming', 'Greenhouse Gas Emissions', 'Alternative and Renewable Energy']",1,1726,Climate
South Korea Says Unknown Person Crossed Heavily Armed Border Into North,2022-01-02,nyt://article/4afdd774-1df9-57a6-bd99-08410124f079,article,News,World,"['Border Barriers', 'International Relations', 'Defectors (Political)']",7,717,Foreign
Each N.F.L. Team’s Playoff Path: Week 17,2022-01-02,nyt://interactive/f49ae8c7-4a4e-5f71-9d41-50425cb410d9,multimedia,Interactive Feature,The Upshot,"['Playoff Games', 'Football']",,0,The Upshot
"Homes That Sold for Around $600,000",2022-01-02,nyt://article/0a6c75dc-9731-56d7-a7e6-8a5666d87ce2,article,News,Real Estate,['Real Estate and Housing (Residential)'],,458,RealEstate
Tracking Climate Change in 193 Countries,2022-01-02,nyt://article/5b67be13-866e-5bba-b540-4f45ef3ccaca,article,News,Times Insider,['Global Warming'],2,847,Insider
Left and Center-Left Both Claim Stacey Abrams. Who’s Right?,2022-01-02,nyt://article/b29eaa11-af29-5539-b1f5-67861b308233,article,News,U.S.,"['Elections, Governors', 'United States Politics and Government', 'Voting Rights, Registration and Requirements', 'Race and Ethnicity', 'Health Insurance and Managed Care']",1,1604,Politics
Puerto Rico Faces Staggering Covid Case Explosion,2022-01-02,nyt://article/32f96189-6593-5cbf-9df9-5a9017c79029,article,News,U.S.,"['Disease Rates', 'Coronavirus Omicron Variant', 'Coronavirus (2019-nCoV)']",9,1143,National
Noah Hawley Keeps Changing Lanes,2022-01-02,nyt://article/a0632510-efed-510d-b5b3-e7f0a978c167,article,News,Books,"['Books and Literature', 'Writing and Writers', 'Content Type: Personal Profile', 'Television']",14,1570,Weekend
"Child Tax Credit’s Extra Help Ends, Just as Covid Surges Anew",2022-01-02,nyt://article/3e8372ab-e3f8-53db-a49e-ecd5f3311384,article,News,Business Day,"['United States Economy', 'Child Tax Credits and Stipends', 'American Rescue Plan (2021)', 'Poverty', 'Children and Childhood', 'Tax Credits, Deductions and Exemptions', 'United States Politics and Government', 'American Families Plan (2021)', 'Coronavirus (2019-nCoV)']",1,1650,Business
"NASA’s Retiring Top Scientist Says We Can Terraform Mars and Maybe Venus, Too",2022-01-02,nyt://article/84a18ab7-1bda-587d-bb58-ee9e03d16343,article,News,Science,"['Space and Astronomy', 'Mars (Planet)', 'Venus (Planet)', 'Planets', 'Europa (Moon of Jupiter)', 'Extraterrestrial Life', 'Content Type: Personal Profile']",5,1405,Science
"China Moves to Overhaul Protections for Women’s Rights, Sort Of",2022-01-02,nyt://article/9eec178b-8c0a-551d-ac1b-5a8d7635e26e,article,News,World,"[""Women's Rights"", 'Women and Girls', 'Discrimination', '#MeToo Movement', 'Sexual Harassment', 'Law and Legislation']",7,1272,Foreign
A Spanish Mystery: Is a ‘Masked Restorer’ to Blame for a Church’s Botched Repair?,2022-01-02,nyt://article/fc215393-f107-5ef7-a261-3ae11c1fc033,article,News,World,"['Churches (Buildings)', 'ARCHITECTURE', 'Restoration and Renovation', 'Historic Buildings and Sites']",4,1246,Foreign
"Omicron, Colorado, Betty White: Your Weekend Briefing",2022-01-02,nyt://article/36ab6dc9-d5ab-5469-a14d-a7728d123900,article,briefing,Briefing,[],,1310,NYTNow
The Week in Business: Travel Troubles,2022-01-02,nyt://article/04895d52-b2c7-565f-b440-102c75f2c732,article,News,Business Day,"['United States Economy', 'Workplace Environment', 'Coronavirus (2019-nCoV)', 'AIRLINES AND AIRPLANES', 'Delays (Transportation)']",2,744,SundayBusiness
"What’s Going On in This Picture? | Jan. 10, 2022",2022-01-02,nyt://article/74608056-f80f-5f50-8a33-ba4b020774fc,article,News,The Learning Network,[],,454,National
"In the Tinderbox of Bosnia, a Serb Nationalist Lights a Match",2022-01-02,nyt://article/73eb4b3e-d4b5-519a-b2a0-f39a9005d237,article,News,World,"['Politics and Government', 'Secession and Independence Movements', 'War Crimes, Genocide and Crimes Against Humanity', 'International Relations', 'United States International Relations']",1,1527,Foreign
Boldface Names Give Los Angeles a New Cultural Center,2022-01-02,nyt://article/3a37ba89-b161-5839-9a1f-191049927794,article,News,Arts,"['ARCHITECTURE', 'Philanthropy', 'Synagogues', 'Content Type: Personal Profile', 'Elderly']",1,1578,Culture
Twitter Permanently Suspends Marjorie Taylor Greene’s Account,2022-01-02,nyt://article/92fbdcb5-4cc0-565c-a059-9f4e1fc521ff,article,News,Technology,"['Social Media', 'Coronavirus (2019-nCoV)', 'Censorship', 'Vaccination and Immunization', 'Rumors and Misinformation', 'United States Politics and Government']",1,898,Business
The Challenges of Keeping Schools Open,2022-01-02,nyt://article/faa5e0ac-408d-53e3-8884-1d299713ffb7,article,Letter,Opinion,"['Education (K-12)', 'Coronavirus (2019-nCoV)', 'Nuclear Weapons', 'News and News Media', 'Doomsday', 'Black People', 'Blacks', 'Arms Control and Limitation and Disarmament']",16,1317,Letters
What to Cook This Week,2022-01-02,nyt://article/fd1ae2ce-00dc-5b1a-be3d-4fbeef326e85,article,Letter,Food,"['Cooking and Cookbooks', 'Content Type: Service']",,526,Dining
10 New Year’s Resolutions That Are Good for the Soul,2022-01-02,nyt://article/6518dd8f-bddd-50e7-a635-c5cddef9f055,article,Op-Ed,Opinion,"['internal-sub-only-nl', 'New Year', 'Christians and Christianity', 'Content Type: Service']",,1433,OpEd
The Video Games That Got Us Through 2021,2022-01-02,nyt://article/b0046063-047d-5c11-8c46-dba24f4810ed,article,News,Arts,"['Computer and Video Games', 'Two Thousand Twenty One']",2,1960,Culture
"These Novels Are Asking You to Read More, and Read Better",2022-01-02,nyt://article/bf7d6e77-784a-556c-89e3-4bd2892000c4,article,Op-Ed,Opinion,"['Books and Literature', 'Nobel Prizes', 'Man Booker Prize', 'Man Booker International Prize', 'Goncourt Prize']",,1040,OpEd
Tesla Reports 87% Increase in 2021 Deliveries,2022-01-02,nyt://article/ad7c0c62-743f-546f-a032-9339d9f42bf8,article,News,Business Day,"['Electric and Hybrid Vehicles', 'Company Reports', 'Automobiles', 'Supply Chain', 'Automobile Safety Features and Defects', 'Factories and Manufacturing']",2,730,Business
Americans are bracing for the return to school and work.,2022-01-02,nyt://article/7d4a8b32-a653-5ead-b30d-8bb7b44720d6,article,News,World,[],,336,National
Team Owner Surprises Workers With ‘Life-Changing Gesture’ After Sale,2022-01-02,nyt://article/c9d56810-98ac-5768-bb17-a32b3818378b,article,News,U.S.,"['Minor Leagues', 'Baseball', 'Bonuses']",9,773,Express
"What I Learned About Death From 7 Religious Scholars, 1 Atheist and My Father",2022-01-02,nyt://article/6f82aeb9-21b7-5286-87a9-69401b0f27c0,article,Op-Ed,Opinion,"['Philosophy', 'Religion and Belief', 'Coronavirus (2019-nCoV)', 'Anxiety and Stress', 'Death and Dying']",16,1374,OpEd
Venice Gets a Grip on a Star Architect’s Slippery Bridge,2022-01-02,nyt://article/3264cb81-6db5-5992-9836-06c9663d38ca,article,News,World,"['Bridges and Tunnels', 'ARCHITECTURE', 'Glass', 'Falls', 'Rock and Stone']",7,839,Foreign
Goldman Sachs Follows Wall Street Rivals in Asking Staff to Work From Home,2022-01-02,nyt://article/5966e3bf-b4f8-56ed-b981-2eacc0c0b6e3,article,News,Business Day,"['Coronavirus Return to Office', 'Banking and Financial Institutions', 'Telecommuting', 'Vaccination and Immunization']",2,607,Business
"Review: Amid Omicron, the Met Opera Opens a Weimar ‘Rigoletto’",2022-01-02,nyt://article/b1a2b3cc-f10d-5464-895f-db18d07628b9,article,Review,Arts,['Opera'],1,1101,Culture
"Maryland prepares for a ‘terrible point’ in the Covid crisis, the governor says.",2022-01-02,nyt://article/0b8c121b-db4c-58c2-9bae-3c4449cdd7f5,article,News,World,"['Coronavirus (2019-nCoV)', 'Hospitals']",,424,Foreign
Wellness vacations go beyond massages and diet tips during the pandemic.,2022-01-02,nyt://article/327dcfff-0c87-59cb-9a4b-be84132662f1,article,News,World,[],,202,Travel
Europe Plans to Say Nuclear Power and Natural Gas Are Green Investments,2022-01-02,nyt://article/6b89beb0-a30a-59be-869f-7b93ed1e9b0c,article,News,Business Day,"['Nuclear Energy', 'Greenhouse Gas Emissions', 'Nuclear Wastes', 'Politics and Government', 'Natural Gas', 'Global Warming', 'Alternative and Renewable Energy']",6,1220,Business
Your Monday Briefing: South Africa’s Parliament Burns,2022-01-02,nyt://article/18d7d29b-4243-5c88-a8f5-28b8912a174f,article,briefing,Briefing,"['Politics and Government', 'Defense and Military Forces', 'Discrimination', ""Women's Rights"", 'Women and Girls', 'Coronavirus (2019-nCoV)', 'Moon', 'Arson']",,1323,NYTNow
Israel will offer a 4th Covid shot to people 60 and over.,2022-01-02,nyt://article/ed29f26f-38b7-50a3-9c3e-8f0c88d6c8a4,article,News,World,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)']",,360,Foreign
Antonio Brown Storms Off Field During Buccaneers’ Win Over Jets,2022-01-02,nyt://article/67502adb-fa45-5550-81ef-c76ed2e4bdf0,article,News,Sports,['Football'],2,622,Sports
"Sudan’s Prime Minister, Abdalla Hamdok, Resigns",2022-01-02,nyt://article/f260e3f2-c6a9-5c82-8c8f-001c7c630a9d,article,News,World,"['Politics and Government', 'Demonstrations, Protests and Riots', ""Coups D'Etat and Attempted Coups D'Etat"", 'Defense and Military Forces']",8,969,Foreign
"James Cayne, Who Ran the Ill-Fated Bear Stearns, Dies at 87",2022-01-02,nyt://article/88da01f4-38ea-5761-8405-3bbf6a4e708b,article,Obituary (Obit),Business Day,"['Deaths (Obituaries)', 'Banking and Financial Institutions', 'Finances', 'Subprime Mortgage Crisis', 'Bridge (Card Game)']",7,748,Obits
A Tribe’s Bitter Purge Brings an Unusual Request: Federal Intervention,2022-01-02,nyt://article/636886ae-4483-5488-9e31-83cc03fd2a97,article,News,U.S.,"['Nooksack Indians', 'Native Americans', 'Evictions', 'Civil Rights and Liberties', 'Indigenous People', 'United States Politics and Government', 'Land Use Policies']",1,1591,National
Verizon and AT&T Decline Regulators’ Request to Delay New 5G Services,2022-01-02,nyt://article/3bf7234e-34d2-52ad-a7c7-cfebe2bfbd3b,article,News,Business Day,"['5G (Wireless Communications)', 'Regulation and Deregulation of Industry', 'AIRLINES AND AIRPLANES', 'Radio Spectrum']",12,560,Business
Hockey Fan Spots Cancerous Mole at Game and Delivers a Lifesaving Note,2022-01-02,nyt://article/a2769d0e-91d3-5820-b84d-413c3ec1e43b,article,News,Sports,"['Hockey, Ice', 'Cancer', 'Melanomas', 'Neck']",9,757,Express
If You Drop It,2022-01-02,nyt://article/2868ad8d-03d5-57d4-be63-55f1f42713e8,article,News,Crosswords & Games,['Crossword Puzzles'],,1408,Games
"Giants Give Up Four Sacks and Jets Falter, as Opponents Overshadow Gains",2022-01-02,nyt://article/57fcedec-a7a4-509e-8e90-5e17d86c4b90,article,News,Sports,['Football'],2,742,Sports
Colorado Residents Ponder the Road Ahead After Wildfires,2022-01-02,nyt://article/21e97501-d4ef-5e8e-9cad-1aa1c962fe0e,article,News,U.S.,"['Wildfires', 'Real Estate and Housing (Residential)']",14,819,National
‘Mrs. Doubtfire’ on Broadway Is Pausing to Avoid Closing,2022-01-02,nyt://article/b29051fc-25d4-5297-90d5-a5d767def04a,article,News,Theater,"['Theater', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)', 'Wages and Salaries', 'Labor and Jobs']",4,779,Culture
Dolphins’ Seesaw Season Tips Toward Elimination,2022-01-02,nyt://article/e65a5a4e-4d5b-51f8-90d1-88a0c3fb2333,article,News,Sports,['Football'],3,915,Sports
A Former Facebook Executive Pushes to Open Social Media’s ‘Black Boxes’,2022-01-02,nyt://article/5ad5cee8-4966-5428-8e81-58850796e72d,article,News,Business Day,"['Social Media', 'Computers and the Internet', 'Law and Legislation', 'Whistle-Blowers', 'Right-Wing Extremism and Alt-Right', 'Regulation and Deregulation of Industry', 'Rumors and Misinformation']",1,1727,Business
Jan. 6 Panel Faces Difficult Questions as Anniversary of Capitol Riot Approaches,2022-01-03,nyt://article/eb930f59-168f-55b2-8ed5-728546ea1365,article,News,U.S.,"['Presidential Election of 2020', 'United States Politics and Government', 'Storming of the US Capitol (Jan, 2021)']",13,1315,Washington
What We Learned From Week 17 in the N.F.L.,2022-01-03,nyt://article/824e5869-06bc-5e1f-a288-ce3959e3ac45,article,News,Sports,['Football'],3,1931,Sports
Did a Meteor Explode Over Pittsburgh?,2022-01-03,nyt://article/ce4b17e2-6f24-5793-9db0-7c717085c953,article,News,U.S.,['Meteors and Meteorites'],,887,Express
U.S. defense secretary tests positive for coronavirus.,2022-01-03,nyt://article/1fbb193c-3e4a-53b4-bc25-f384ffbbbc48,article,News,World,"['Pentagon Building', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",,229,Foreign
Your Monday Briefing,2022-01-03,nyt://article/d78db8c6-f00f-5eee-b91a-5a7ead2bbae5,article,briefing,Briefing,[],,1344,NYTNow
‘Fuel to Her Fire’: A Rising Basketball Star Thrives When You Doubt Her,2022-01-03,nyt://article/279e4682-02f2-5405-9d46-57bd7857dfc3,article,News,Sports,"['Basketball (College)', 'Content Type: Personal Profile']",6,1245,Sports
